"id","number","date","due_date","currency_code","gross_amount","vat_amount","net_amount","payment_term_days","name","value","name-2","display_name"
20719875,"18382247","2023-08-01","2023-09-15",0,"73.00","12.17","60.83",44,"KLARIUS PRODUCTS LTD","02082023","misc_ref","MiscRef"
14338880,"IN659167","2019-01-10","2019-02-28",0,"57.18","9.53","47.65",49,"ELRING PARTS CO.LTD.","1901100438","misc_ref","MiscRef"
20112774,"I0222884","2021-09-01","2021-10-20",0,"911.70","151.95","759.75",65,"IMPEX PARTS LTD","01092102C9","misc_ref","MiscRef"
21095476,"18642871","2024-09-30","2024-10-15",0,"103.76","17.29","86.47",10,"KLARIUS PRODUCTS LTD","01102024","misc_ref","MiscRef"
14878285,"17682302","2020-02-06","2020-03-15",0,"128.64","21.44","107.20",35,"KLARIUS PRODUCTS LTD","07022020","misc_ref","MiscRef"
14903636,"4450067494","2020-02-26","2020-04-26",0,"281.94","46.99","234.95",105,"CONTINENTAL AUTOMOTIVE TRADING UK","2702200113","misc_ref","MiscRef"
13967029,"SL05006523INV","2018-05-18","2018-06-30",0,"140.05","23.34","116.71",35,"NORTHGATE VEHICLE HIRE LTD","230518000B","misc_ref","MiscRef"
14396792,"25374","2019-02-08","2019-02-22",0,"1586.10","264.35","1321.75",3,"ALEXANDER DANIELS LTD","19021902A1","misc_ref","MiscRef"
20850722,"2257438719","2024-01-06","2024-07-04",0,"1556.52","259.42","1297.10",181,"ROBERT BOSCH LIMITED","080124006D","misc_ref","MiscRef"
14594160,"00739649","2019-07-06","2019-09-30",0,"102.74","17.12","85.62",86,"FERRARIS PISTON SERVICES LTD","07072019","misc_ref","MiscRef"
21199126,"809924","2025-01-21","2025-02-28",0,"527.76","87.96","439.80",37,"AUTOMINT LIMITED","22012502D1","misc_ref","MiscRef"
14597630,"27505","2019-06-30","2019-07-30",0,"3000.00","500.00","2500.00",22,"LOGIX IT RECRUITMENT LIMITED","0907190320","misc_ref","MiscRef"
19911308,"65183LC CRAWLEY","2021-01-12","2021-01-13",0,"126.00","21.00","105.00",1,"Shaun Baines","m0040012","misc_ref","MiscRef"
20056358,"72798","2021-06-29","2021-08-31",0,"224.40","37.40","187.00",63,"GYS LTD","29062100E3","misc_ref","MiscRef"
13650335,"31808","2020-06-24","2020-07-24",0,"301.06","50.18","250.88",15,"COMPLETE AUTOMOTIVE AFTERMARKET SOLUTIONS LTD","0907200162","misc_ref","MiscRef"
14975655,"4IN80513","2020-05-20","2020-05-20",0,"120.00","20.00","100.00",41,"TOLLGATE TYRE & EXHAUST CENTRE LTD","210520001A","misc_ref","MiscRef"
20566585,"UKF090004","2023-02-06","2023-03-15",0,"836.00","0.00","836.00",34,"EURO CAR PARTS LIMITED T/AS VEGE UK","07022302B8","misc_ref","MiscRef"
20413640,"18174935","2022-08-02","2022-09-15",0,"163.37","27.23","136.14",37,"KLARIUS PRODUCTS LTD","03082022","misc_ref","MiscRef"
20588045,"4450149843","2023-03-02","2023-08-29",0,"2007.46","333.18","1674.28",181,"CONTINENTAL AUTOMOTIVE TRADING UK","0303230107","misc_ref","MiscRef"
13998207,"17337972","2018-06-09","2018-07-15",0,"55.14","9.19","45.95",32,"KLARIUS PRODUCTS LTD","11062018","misc_ref","MiscRef"
14264861,"17438582","2018-11-14","2018-12-15",0,"51.56","8.59","42.97",46,"KLARIUS PRODUCTS LTD","15112018","misc_ref","MiscRef"
20000496,"352133540","2021-04-21","2021-06-30",0,"49.21","8.20","41.01",68,"LESJOFORS SPRINGS UK LTD","2304210177","misc_ref","MiscRef"
20147895,"18009958","2021-10-07","2021-11-15",0,"477.06","79.51","397.55",35,"KLARIUS PRODUCTS LTD","08102021","misc_ref","MiscRef"
20480909,"687260","2022-10-24","2022-12-23",0,"789.36","131.56","657.80",69,"TOMO PARTS LTD (PAINT)","26102201B2","misc_ref","MiscRef"
14344852,"17467892","2019-01-14","2019-02-15",0,"144.55","24.09","120.46",31,"KLARIUS PRODUCTS LTD","15012019","misc_ref","MiscRef"
13917770,"19208709","2018-04-24","2018-06-30",0,"63.72","10.62","53.10",65,"FERRARIS PISTON SERVICES LTD","25042018","misc_ref","MiscRef"
20748265,"0264613208","2023-09-04","2024-01-02",2,"3660.34","610.06","3050.28",122,"MANN+HUMMEL (UK) LTD","05092302A5","misc_ref","MiscRef"
20668610,"3546240102","2023-06-02","2023-07-17",0,"35972.27","5995.38","29976.89",39,"BASF PLC (PAINT)","0506230257","misc_ref","MiscRef"
21212846,"18727716","2025-02-04","2025-03-15",0,"398.60","66.43","332.17",38,"KLARIUS PRODUCTS LTD","05022025","misc_ref","MiscRef"
13910222,"19148890","2018-04-19","2018-06-30",0,"17.66","2.94","14.72",70,"FERRARIS PISTON SERVICES LTD","20042018","misc_ref","MiscRef"
20370749,"18148170","2022-06-15","2022-07-15",0,"466.73","77.79","388.94",29,"KLARIUS PRODUCTS LTD","16062022","misc_ref","MiscRef"
20587791,"9581730473","2023-03-01","2023-04-30",0,"815.36","135.89","679.47",60,"3M UNITED KINGDOM PLC (PAINT)","0303230205","misc_ref","MiscRef"
20219497,"EEC845446","2021-12-29","2022-02-28",0,"134.32","22.39","111.93",61,"EUROPEAN EXHAUST & CATALYST LTD.","2912210140","misc_ref","MiscRef"
13718384,"17243139","2017-12-16","2018-01-15",0,"47.66","7.94","39.72",15,"KLARIUS PRODUCTS LTD","18122017","misc_ref","MiscRef"
13835161,"18703872","2018-03-05","2018-05-31",0,"20.80","3.47","17.33",85,"FERRARIS PISTON SERVICES LTD","06032018","misc_ref","MiscRef"
20390017,"IV22ECP0304","2022-06-22","2022-12-19",1,"29837.82","0.00","29837.82",164,"WENZHOU HUAQIANG AUTO PARTS CO LTD","05072200D6","misc_ref","MiscRef"
14419282,"GH658062","2019-02-27","2019-03-31",0,"680.00","0.00","680.00",29,"DHL GLOBAL FORWARDING UK LTD GBP","28021901E9","misc_ref","MiscRef"
20499516,"81502LC Chester","2022-10-27","2022-10-28",0,"259.20","43.20","216.00",0,"Shaun Baines","e0004011","misc_ref","MiscRef"
14219761,"11118704","2018-10-17","2018-12-31",0,"52.58","8.76","43.82",76,"FERRARIS PISTON SERVICES LTD","18102018","misc_ref","MiscRef"
13847880,"2222209855","2018-03-12","2018-04-30",0,"73873.80","12312.30","61561.50",48,"HELLA (UK) LIMITED","13031802C3","misc_ref","MiscRef"
20646464,"IN20523556","2023-04-20","2023-07-31",0,"1470.13","245.02","1225.11",82,"FAI AUTOMOTIVE PLC","1005230010","misc_ref","MiscRef"
14577082,"51696LC CHELTENHAM","2019-06-26","2019-06-27",0,"88.20","14.70","73.50",0,"Shaun Baines","E3019303","misc_ref","MiscRef"
14335604,"48059LC ST ALBANS","2019-01-03","2019-01-04",0,"58.80","9.80","49.00",0,"Shaun Baines","E3018991","misc_ref","MiscRef"
14537542,"00328414","2019-05-29","2019-07-31",0,"18.42","3.07","15.35",61,"FERRARIS PISTON SERVICES LTD","30052019","misc_ref","MiscRef"
19911732,"2257209654","2021-01-20","2021-03-31",0,"7672.15","1278.69","6393.46",70,"ROBERT BOSCH LIMITED","20012021","misc_ref","MiscRef"
14941902,"10061","2020-03-31","2020-04-07",0,"4347.29","724.55","3622.74",8,"ARCHIBALD IT CONSULTING LIMITED","010420001C","misc_ref","MiscRef"
13931124,"17313564","2018-05-01","2018-06-15",0,"310.88","51.81","259.07",44,"KLARIUS PRODUCTS LTD","02052018","misc_ref","MiscRef"
14415658,"66511773","2019-02-28","2019-03-30",0,"23.69","3.95","19.74",25,"PHS GROUP","0403190093","misc_ref","MiscRef"
20383064,"488185","2022-06-28","2022-08-31",0,"31.94","5.32","26.62",63,"EPTG (POWERFLEX) LTD.","290622029D","misc_ref","MiscRef"
21214059,"UKF144058","2025-02-05","2025-03-15",0,"2650.00","0.00","2650.00",35,"EURO CAR PARTS LIMITED T/AS VEGE UK","0602250413","misc_ref","MiscRef"
19810687,"SI002096663","2020-10-21","2020-12-31",0,"537.60","89.59","448.01",70,"JACK SEALEY LIMITED","22102003A2","misc_ref","MiscRef"
20661486,"18340444","2023-05-24","2023-06-15",0,"779.54","129.92","649.62",15,"KLARIUS PRODUCTS LTD","25052023","misc_ref","MiscRef"
19920489,"17864022","2021-01-28","2021-02-15",0,"21.06","3.51","17.55",14,"KLARIUS PRODUCTS LTD","29012021","misc_ref","MiscRef"
19940714,"17875592","2021-02-18","2021-03-15",0,"189.38","31.56","157.82",21,"KLARIUS PRODUCTS LTD","19022021","misc_ref","MiscRef"
14819934,"INV-005710","2019-12-13","2019-12-20",0,"6464.75","0.00","6464.75",4,"MOTIVATES INC. LIMITED","1612190081","misc_ref","MiscRef"
21138938,"UKF138649","2024-11-13","2024-12-15",0,"650.00","0.00","650.00",28,"EURO CAR PARTS LIMITED T/AS VEGE UK","1411240366","misc_ref","MiscRef"
20535589,"18257473","2023-01-03","2023-02-15",0,"112.21","18.70","93.51",36,"KLARIUS PRODUCTS LTD","05012023","misc_ref","MiscRef"
20496353,"1018","2022-11-11","2022-12-11",0,"59.70","9.95","49.75",25,"EDGAR CATERING LIMITED","1411220036","misc_ref","MiscRef"
13912357,"19160318","2018-04-21","2018-06-30",0,"81.72","13.62","68.10",68,"FERRARIS PISTON SERVICES LTD","22042018","misc_ref","MiscRef"
19993631,"1025946","2021-04-16","2021-05-16",0,"52.00","8.67","43.33",28,"CAVALIER GARAGES LTD","160421012B","misc_ref","MiscRef"
20103138,"17978485","2021-08-18","2021-09-15",0,"220.66","36.78","183.88",42,"KLARIUS PRODUCTS LTD","19082021","misc_ref","MiscRef"
14213413,"SI-00422178","2018-10-11","2018-12-31",0,"16.10","2.68","13.42",82,"THE TOOL CONNECTION LTD","121018032D","misc_ref","MiscRef"
14698777,"ESI058222","2019-09-17","2019-10-31",0,"2320.56","386.76","1933.80",40,"AUTODATA LIMITED","2009190154","misc_ref","MiscRef"
20235653,"H0813588","2022-01-13","2022-02-28",0,"210.00","0.00","210.00",58,"DHL GLOBAL FORWARDING UK LTD GBP","19012200A2","misc_ref","MiscRef"
21232985,"A7460145333","2024-10-17","2024-11-16",0,"85.20","14.20","71.00",8,"ATS EUROMASTER LTD","2702250057","misc_ref","MiscRef"
14328943,"0000591408","2019-01-02","2019-02-01",0,"372.50","62.08","310.42",35,"ISN EUROPE LTD","1901030075","misc_ref","MiscRef"
14327781,"11837326","2019-01-02","2019-03-31",0,"12.94","2.16","10.78",85,"FERRARIS PISTON SERVICES LTD","03012019","misc_ref","MiscRef"
20280351,"I313993","2022-03-07","2022-05-31",0,"135.92","22.65","113.27",84,"BAILEY MORRIS LTD","0803220205","misc_ref","MiscRef"
19794567,"17801865","2020-10-05","2020-11-15",0,"36.71","6.12","30.59",38,"KLARIUS PRODUCTS LTD","06102020","misc_ref","MiscRef"
13802512,"18502557","2018-02-13","2018-04-30",0,"61.01","10.17","50.84",72,"FERRARIS PISTON SERVICES LTD","14022018","misc_ref","MiscRef"
14727120,"412347","2019-10-09","2019-12-31",0,"24.73","4.12","20.61",81,"EPTG (POWERFLEX) LTD.","10101901A1","misc_ref","MiscRef"
14399913,"A1185769","2019-02-19","2019-05-31",0,"128.93","21.49","107.44",99,"BM CATALYSTS","20022019","misc_ref","MiscRef"
13835325,"18703967","2018-03-05","2018-05-31",0,"8.27","1.38","6.89",85,"FERRARIS PISTON SERVS LTD BRISTOL","06032018","misc_ref","MiscRef"
14457362,"12805844","2019-04-01","2019-06-30",0,"28.88","4.81","24.07",90,"FERRARIS PISTON SERVICES LTD","02042019","misc_ref","MiscRef"
20173549,"18027337","2021-11-04","2021-12-15",0,"580.21","96.70","483.51",40,"KLARIUS PRODUCTS LTD","05112021","misc_ref","MiscRef"
13836614,"SIND38941","2018-03-05","2018-04-30",0,"2.81","0.47","2.34",52,"QUEST CONSUMABLES LTD (PAINT)","060318028A","misc_ref","MiscRef"
13854161,"17286394","2018-03-15","2018-04-15",0,"20.41","3.40","17.01",28,"KLARIUS PRODUCTS LTD","16032018","misc_ref","MiscRef"
20417011,"18177177","2022-08-05","2022-09-15",0,"306.34","51.06","255.28",32,"KLARIUS PRODUCTS LTD","08082022","misc_ref","MiscRef"
14949721,"064498533","2020-03-26","2020-04-15",0,"279.58","0.00","279.58",22,"ANDREW PAGE 1917 LTD","06042014FE","misc_ref","MiscRef"
19789229,"17798109","2020-09-29","2020-10-15",0,"83.45","13.91","69.54",16,"KLARIUS PRODUCTS LTD","30092020","misc_ref","MiscRef"
13717771,"17949466","2017-12-15","2018-02-28",0,"165.71","27.62","138.09",58,"FERRARIS PISTON SERVICES LTD","16122017","misc_ref","MiscRef"
20433602,"INV51824","2022-08-26","2022-09-25",0,"89.40","14.90","74.50",24,"EDGAR CATERING LIMITED","300822017C","misc_ref","MiscRef"
20913540,"18524177","2024-03-21","2024-04-15",0,"182.81","30.47","152.34",21,"KLARIUS PRODUCTS LTD","22032024","misc_ref","MiscRef"
21213000,"18728239","2025-02-04","2025-03-15",0,"60.00","10.00","50.00",38,"KLARIUS PRODUCTS LTD","05022025","misc_ref","MiscRef"
19882027,"056298177","2020-12-14","2021-01-15",0,"80.99","0.00","80.99",8,"ANDREW PAGE 1917 LTD","1512201C19","misc_ref","MiscRef"
20206042,"5448876811","2021-12-08","2022-02-06",1,"9170.00","0.00","9170.00",57,"MAERSK LOGISTICS AND SERVICES UK LTD - USD","091221003C","misc_ref","MiscRef"
21074865,"96285545","2024-09-10","2025-03-09",0,"92659.75","15443.29","77216.46",177,"NTN BEARINGS UK LTD","110924013D","misc_ref","MiscRef"
21147553,"18682789","2024-11-21","2024-12-15",0,"12.76","2.13","10.63",22,"KLARIUS PRODUCTS LTD","22112024","misc_ref","MiscRef"
14178438,"10835390","2018-09-21","2018-11-30",0,"16.27","2.71","13.56",68,"FERRARIS PISTON SERVICES LTD","22092018","misc_ref","MiscRef"
20630405,"240443","2023-04-19","2023-05-31",0,"42.78","7.13","35.65",40,"TOMO MOTORPARTS","210423033B","misc_ref","MiscRef"
14302419,"17452203","2018-12-08","2019-01-15",0,"39.86","6.64","33.22",36,"KLARIUS PRODUCTS LTD","10122018","misc_ref","MiscRef"
14610730,"IN688080","2019-07-16","2019-08-31",0,"133.64","22.27","111.37",44,"ELRING PARTS CO.LTD.","170719034A","misc_ref","MiscRef"
19923443,"701/9001806","2021-01-29","2021-03-30",0,"107.98","18.00","89.98",56,"HALFORDS AUTOCENTRES","0302210219","misc_ref","MiscRef"
14416288,"0000357069","2019-03-04","2019-05-31",0,"59.24","9.87","49.37",86,"FREEMAN AUTOMOTIVE (UK) LIMITED","05031901B3","misc_ref","MiscRef"
13678089,"17608775","2017-11-09","2018-01-31",0,"43.26","7.21","36.05",30,"FERRARIS PISTON SERVICES LTD","10112017","misc_ref","MiscRef"
14223242,"11127618","2018-10-18","2018-12-31",0,"30.77","5.13","25.64",75,"FERRARIS PISTON SERVICES LTD","19102018","misc_ref","MiscRef"
14360441,"12059323","2019-01-24","2019-03-31",0,"30.89","5.15","25.74",63,"FERRARIS PISTON SERVICES LTD","25012019","misc_ref","MiscRef"
20149867,"8387","2021-10-12","2021-10-19",0,"1250.66","208.44","1042.22",10,"M3J SOLUTIONS LIMITED","12102102AE","misc_ref","MiscRef"
14125849,"17385194","2018-08-20","2018-09-15",0,"14.88","2.48","12.40",24,"KLARIUS PRODUCTS LTD","21082018","misc_ref","MiscRef"
19965939,"64967LC WORTHING","2021-03-09","2021-03-10",0,"79.80","13.30","66.50",0,"Shaun Baines","n0014013","misc_ref","MiscRef"
21067036,"AML287406","2024-08-30","2024-10-29",0,"1543.26","257.21","1286.05",54,"AMEREX LIMITED","03092400FC","misc_ref","MiscRef"
14316027,"11758182","2018-12-18","2019-02-28",0,"7.70","1.28","6.42",71,"FERRARIS PISTON SERVICES LTD","19122018","misc_ref","MiscRef"
13637127,"182503","2020-06-19","2020-08-31",0,"235.20","39.20","196.00",71,"TECALEMIT GARAGE EQUIPMENT CO LTD","2206200171","misc_ref","MiscRef"
20288105,"18098215","2022-03-15","2022-04-15",0,"165.02","27.50","137.52",29,"KLARIUS PRODUCTS LTD","16032022","misc_ref","MiscRef"
19800713,"1015222735","2020-08-28","2020-09-30",2,"131.59","21.93","109.66",8,"FEDERAL-MOGUL AFTERMARKET UK LTD","0810200126","misc_ref","MiscRef"
20915186,"212392","2024-03-22","2024-04-30",0,"172.13","28.68","143.45",36,"KONIG UK","2503240110","misc_ref","MiscRef"
20403554,"18168595","2022-07-21","2022-08-15",0,"20.12","3.35","16.77",21,"KLARIUS PRODUCTS LTD","22072022","misc_ref","MiscRef"
20727388,"352354739","2023-08-04","2024-01-31",0,"35.02","5.84","29.18",169,"LESJOFORS SPRINGS UK LTD","10082301A8","misc_ref","MiscRef"
14939924,"SL06114286INV","2020-03-26","2020-04-30",0,"313.20","52.20","261.00",31,"NORTHGATE VEHICLE HIRE LTD","3003200102","misc_ref","MiscRef"
20537751,"A1625780/01","2023-01-05","2023-04-30",0,"390.37","65.06","325.31",116,"BM CATALYSTS","06012023","misc_ref","MiscRef"
19789203,"A1351564","2020-09-28","2020-12-31",0,"120.94","20.16","100.78",93,"BM CATALYSTS","29092020","misc_ref","MiscRef"
14055072,"19319489","2018-05-04","2018-07-31",0,"20.90","3.48","17.42",19,"FERRARIS PISTON SERVICES LTD","11072018","misc_ref","MiscRef"
14011268,"19768577","2018-06-16","2018-08-31",0,"17.45","2.91","14.54",74,"FERRARIS PISTON SERVICES LTD","17062018","misc_ref","MiscRef"
14395723,"15070732","2019-01-04","2019-02-03",2,"61069.96","0.00","61069.96",2,"AUTOMOTIVE SPARE PARTS AG","1901040480","misc_ref","MiscRef"
13786940,"8W821441","2018-01-31","2018-02-28",0,"576.00","96.00","480.00",51,"DSV ROAD LIMITED","0502180262","misc_ref","MiscRef"
14195316,"18-506701","2018-10-01","2018-11-30",0,"50.40","8.40","42.00",58,"PATREBCIAL UK","02102018","misc_ref","MiscRef"
20783491,"58106001","2023-10-13","2024-04-10",0,"46.20","7.70","38.50",172,"THYSSENKRUPP BILSTEIN GMBH","16102300EF","misc_ref","MiscRef"
21134783,"18673874","2024-11-08","2024-12-15",0,"39.06","6.51","32.55",35,"KLARIUS PRODUCTS LTD","11112024","misc_ref","MiscRef"
20464858,"LEXCOM","2022-09-15","2022-09-16",0,"6480.00","1080.00","5400.00",0,"SUNDRY ACCOUNT","922525322","misc_ref","MiscRef"
19846097,"17833653","2020-11-26","2020-12-15",0,"156.43","26.07","130.36",18,"KLARIUS PRODUCTS LTD","27112020","misc_ref","MiscRef"
20555763,"A1632747/01","2023-01-24","2023-04-30",0,"299.54","49.92","249.62",97,"BM CATALYSTS","25012023","misc_ref","MiscRef"
21122840,"665/9040287","2024-10-09","2024-12-08",0,"32.40","5.40","27.00",83,"HALFORDS AUTOCENTRES","29102400A0","misc_ref","MiscRef"
20382574,"18155842","2022-06-28","2022-07-15",0,"414.34","69.06","345.28",16,"KLARIUS PRODUCTS LTD","29062022","misc_ref","MiscRef"
20666422,"18344008","2023-05-31","2023-06-15",0,"266.90","44.48","222.42",8,"KLARIUS PRODUCTS LTD","01062023","misc_ref","MiscRef"
14096726,"10323160","2018-08-02","2018-10-31",0,"58.78","9.80","48.98",88,"FPS LIVERPOOL","03082018","misc_ref","MiscRef"
14164281,"3650","2018-09-13","2018-09-20",0,"11154.00","1859.00","9295.00",8,"M3J SOLUTIONS LIMITED","1309180505","misc_ref","MiscRef"
13895438,"19066013","2018-04-11","2018-06-30",0,"31.58","5.26","26.32",78,"FERRARIS PISTON SERVICES LTD","12042018","misc_ref","MiscRef"
20472333,"A7430748933","2022-10-12","2022-11-11",0,"66.00","11.00","55.00",25,"ATS EUROMASTER LTD","1710220143","misc_ref","MiscRef"
13745550,"A3240869968","2018-01-11","2018-02-10",0,"96.00","16.00","80.00",22,"ATS EUROMASTER LTD","1801180002","misc_ref","MiscRef"
13642742,"0003/00582214","2020-06-29","2020-07-29",0,"208.64","34.77","173.87",31,"ARLEIGH INTERNATIONAL LTD","30062000F9","misc_ref","MiscRef"
14101387,"SI-00412699","2018-08-03","2018-10-31",0,"9.00","1.50","7.50",85,"THE TOOL CONNECTION LTD","06081804A9","misc_ref","MiscRef"
13733330,"379721","2018-01-03","2018-03-31",0,"111.14","18.52","92.62",92,"EPTG (POWERFLEX) LTD.","030118038A","misc_ref","MiscRef"
14335367,"19-500074","2019-01-07","2019-03-08",0,"121.52","20.25","101.27",58,"PATREBCIAL UK","08012019","misc_ref","MiscRef"
20655081,"160111046","2023-05-17","2023-07-31",0,"35.42","5.90","29.52",74,"THE TOOL CONNECTION LTD","18052302EE","misc_ref","MiscRef"
19800691,"2257188339","2020-10-02","2020-12-31",0,"1200.54","200.09","1000.45",80,"ROBERT BOSCH LIMITED","12102002F0","misc_ref","MiscRef"
20549352,"18216318","2022-10-13","2022-11-15",0,"66.78","11.13","55.65",8,"KLARIUS PRODUCTS LTD","19012023","misc_ref","MiscRef"
14508314,"00103635","2019-05-08","2019-07-31",0,"50.66","8.44","42.22",82,"FERRARIS PISTON SERVICES LTD","09052019","misc_ref","MiscRef"
14904616,"949163","2020-02-10","2020-04-30",1,"22.62","0.00","22.62",71,"A.P.A.INDUSTRIES LLC","1902200022","misc_ref","MiscRef"
20109447,"41725","2021-08-26","2021-09-25",0,"2300.52","383.42","1917.10",28,"COMPLETE AUTOMOTIVE AFTERMARKET SOLUTIONS LTD","2708210311","misc_ref","MiscRef"
20871020,"18492460","2024-01-30","2024-02-15",0,"78.42","13.07","65.35",9,"KLARIUS PRODUCTS LTD","31012024","misc_ref","MiscRef"
21216907,"MX12547351","2025-02-05","2025-04-30",0,"670.57","111.76","558.81",84,"MARATHON WAREHOUSE DISTRIBUTION LIMITED","0602250308","misc_ref","MiscRef"
13825908,"369295","2018-02-21","2018-02-28",0,"700.45","0.00","700.45",9,"FISHER GERMAN PROPERTY MANGEMENT LLP - 54","ALDERSHOT","misc_ref","MiscRef"
20783147,"420744351","2023-10-13","2024-04-10",0,"121956.89","20326.15","101630.74",172,"SCHAEFFLER VEHICLE LIFETIME SOLUTIONS UK LIMI","16102300A1","misc_ref","MiscRef"
14418483,"12501523","2019-03-05","2019-05-31",0,"65.76","10.96","54.80",85,"FERRARIS PISTON SERVICES LTD","06032019","misc_ref","MiscRef"
20216070,"473994","2021-12-21","2022-02-28",0,"1770.19","295.03","1475.16",68,"EPTG (POWERFLEX) LTD.","221221016A","misc_ref","MiscRef"
14938773,"A4080103006","2020-03-23","2020-04-22",0,"16.57","2.76","13.81",28,"ATS EUROMASTER LTD","2703200217","misc_ref","MiscRef"
20200138,"A1495758","2021-12-03","2022-03-31",0,"157.48","26.25","131.23",117,"BM CATALYSTS","04122021","misc_ref","MiscRef"
20872426,"INV-30846","2024-01-05","2024-03-31",0,"1416.00","236.00","1180.00",55,"AUTOMOTIVE COOLING SERVICES","020224010A","misc_ref","MiscRef"
13889710,"17298920","2018-04-09","2018-05-15",0,"87.12","14.52","72.60",35,"KLARIUS PRODUCTS LTD","10042018","misc_ref","MiscRef"
20054451,"17945480","2021-06-23","2021-07-15",0,"63.61","10.60","53.01",20,"KLARIUS PRODUCTS LTD","25062021","misc_ref","MiscRef"
20244130,"2257284754","2022-01-25","2022-05-25",0,"1119.96","186.66","933.30",113,"ROBERT BOSCH LIMITED","2701220194","misc_ref","MiscRef"
20615584,"85128LC Dumfries","2023-04-03","2023-04-04",0,"124.20","20.70","103.50",0,"Shaun Baines","E3086757","misc_ref","MiscRef"
14233678,"11203627","2018-10-25","2018-12-31",0,"8.76","1.46","7.30",68,"FERRARIS PISTON SERVICES LTD","26102018","misc_ref","MiscRef"
20266220,"5449045151","2022-02-20","2022-04-21",0,"802.00","0.00","802.00",151,"MAERSK LOGISTICS AND SERVICES UK LTD - GBP","210222004A","misc_ref","MiscRef"
13696893,"027I320135ERR","2017-11-28","2017-12-05",0,"65.41","10.91","54.50",36,"FORMULA ONE AUTOCENTRES LTD","301117020D","misc_ref","MiscRef"
13689607,"17732396","2017-11-22","2018-01-31",0,"12.32","2.05","10.27",30,"FERRARIS PISTON SERVICES LTD","23112017","misc_ref","MiscRef"
19902393,"17853169","2021-01-07","2021-02-15",0,"99.73","16.62","83.11",35,"KLARIUS PRODUCTS LTD","08012021","misc_ref","MiscRef"
20233378,"18063928","2022-01-14","2022-02-15",0,"148.67","24.78","123.89",25,"KLARIUS PRODUCTS LTD","17012022","misc_ref","MiscRef"
20280865,"2148992","2022-03-03","2022-05-31",0,"2953.25","492.21","2461.04",85,"TETROSYL LIMITED","070322031C","misc_ref","MiscRef"
21288464,"18787580","2025-04-29","2025-05-15",0,"228.91","38.15","190.76",10,"KLARIUS PRODUCTS LTD","30042025","misc_ref","MiscRef"
20249511,"UKF065353","2022-01-31","2022-02-15",0,"800.00","0.00","800.00",39,"EURO CAR PARTS LIMITED T/AS VEGE UK","030222022E","misc_ref","MiscRef"
13806813,"2157981770","2018-02-12","2018-03-30",0,"690.65","115.11","575.54",41,"ROBERT BOSCH LIMITED","1502180090","misc_ref","MiscRef"
14166094,"17400719","2018-09-13","2018-10-15",0,"444.58","74.10","370.48",31,"KLARIUS PRODUCTS LTD","14092018","misc_ref","MiscRef"
21180606,"IV982601","2025-01-03","2025-04-15",0,"396.00","66.00","330.00",97,"3G TRUCK & TRAILER PARTS LTD","0601250391","misc_ref","MiscRef"
20445410,"80104LC Crawley","2022-09-12","2022-09-13",0,"58.50","0.00","58.50",0,"Shaun Baines","E3091535","misc_ref","MiscRef"
